TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum
1913	Litter (fine root) decomposition: nitrogen (N) immobilization in decomposing fine roots	4	4	4
1915	Fine root lifespan: fraction of fine roots that survive over the course of a growing season	12	12	4
1916	Fine root lifespan: fraction of fine roots that survive the exposition period	24	24	4
1920	Fine root mortality: fine root dry mass mortality per ground area and time	77	65	4
1969	Fine root microbial relations: soil ergosterol content per soil dry mass or growth medium dry mass	7	7	4
2012	Fine root area index (RAI): fine root surface area per ground area	225	225	4
2040	Fine root (absorptive) lignin content per absorptive fine root dry mass	8	8	4
2042	Fine root (absorptive) porosity (volume of root air space)	40	40	4
2043	Plant biomass and allometry: Fine root (absorptive) dry mass per plant	41	41	4
2053	Fine root (absorptive) aluminium (Al) content per absorptive fine root dry mass	8	8	4
2154	Fine root (absorptive) ratio of lignin to nitrogen (N)	8	8	4
2186	Fine root (absorptive) length relative growth rate	40	40	4
2233	Fine root (absorptive) exudation: carbon (C) exudation as fraction of absorptive fine root dry mass	4	4	4
2261	Plant biomass and allometry: Fine root (absorptive) mass fraction (fraction of absorptive fine root 	48	48	4
2338	Fine root (transport) cross-sectional fraction of stele area to transport fine root area	9	9	4
2446	Fine root (transport) growth: transport fine root dry mass production per ground area per duration o	39	39	4
2536	Fine root (transport) length density (RLD): transport fine root length per ground area	42	42	4
2720	Belowground plant organ annual loss of nitrogen (N) through belowground plant organ mortality as a f	5	5	4
2721	Belowground plant organ annual loss of nitrogen (N) through belowground plant organ mortality as a f	5	5	4
2756	Belowground plant organ nitrogen (N) uptake per ground area per year	100	100	4
2901	"Litter (other than leaf: twigs, bark, flowers...) sulfur (S) content per litter dry mass"	20	19	4
3070	Plant nitrogen (N) uptake efficiency (plant nitrogen acquired per nitrogen available)	20	20	4
3084	Leaf rhachis area per dry mass (specific leaf area (SLA) of leaf rhachis)	33	33	4
3267	Fine root (absorptive) exudation rate per length	4	4	4
3268	Plant biomass and allometry: Fine root (absorptive) exudation rate per plant	4	4	4
3336	Belowground plant organ decomposition: fraction carbon (C) remaining	18	18	4
3459	Plant belowground relative growth rate	460		4
3460	Plant biomass and allometry: Litter (leaf) number of dead leaves per plant	460		4
3463	Stem manganese (Mn) (manganese) content per dry mass	382		4
3464	Stem Na (sodium) content per dry mass	383		4
3490	Stolon length	784	203	4
3517	Root carbon/phosporus (C/P) ratio	12	12	4
3518	Stem carbon/phosporus (C/P) ratio	11	11	4
3520	Litter decomposition: fraction of mass remaining	148	148	4
3521	Litter decomposition: carbon (C) content per litter dry mass	148	148	4
3522	Litter decomposition: nitrogen (N) content per litter dry mass	148	148	4
3523	Litter decomposition: phosphorus (P) content per litter dry mass	148	148	4
3524	Litter decomposition: fraction of carbon (C) remaining	148	148	4
3525	Litter decomposition: fraction of nitrogen (N) remaining	148	148	4
3526	Litter decomposition: fraction of phosphorus (P) remaining	148	148	4
3527	Litter decomposition: carbon/nitrogen (C/N) ratio	148	148	4
3528	Litter decomposition: carbon/phosphorus (C/P) ratio	148	148	4
3529	Litter decomposition: nitrogen/phosphorus (N/P) ratio	148	148	4
3562	Root phosphomonoesterase activity	439		4
3716	Root tip volume	1005	894	4
3717	Root tip length	1005	894	4
3718	Root tip dry mass	1005	894	4
3856	Photosynthesis: quantum yield of photosystem 2	454		4
3857	Leaf protein content per area: proteomic analysis	57792		4
3858	"Leaf protein class 1: 12 main classes, classified using MapMan"	57792		4
3859	Leaf protein class 2: sub-groups	57792		4
3860	Leaf protein class 3: sub groups	31584		4
3954	Leaf nitrogen (N) content per dry mass (senescent leaves)	288	288	4
3955	Leaf carbon (C) content per dry mass (senescent leaves)	288	288	4
4064	Reproductive organ apical rachilla length	252	66	4
454	Leaf clumping factor	6	6	3
455	Coarse root nitrogen (N) content per ground area	49	49	3
488	Photosynthesis electron transport capacity (Jmax) temperature dependence (Farquhar model)	30	30	3
489	Crown (canopy) radiation extinction coefficient	6	6	3
510	Leaf nitrogen (N) retranslocation prior to leaf senescence	47	47	3
537	Photosynthesis carboxylation capacity (Vcmax) temperature dependence (Farquhar model)	10	10	3
851	Coarse woody debris (CWD) branch: lignin/nitrogen (lignin/N) ratio	20	18	3
857	Coarse woody debris (CWD) branch: rot type	5	5	3
900	Litter (fine root) cellulose content per fine root litter dry mass	5	5	3
944	Litter (leaf) carbon (C) content per leaf litter dry mass	3	3	3
946	Litter (leaf) cellulose content per leaf litter dry mass	3	3	3
947	Litter (leaf) copper (Cu) content per leaf litter dry mass	3	3	3
950	Litter (leaf) iron (Fe) content per leaf litter dry mass	3	3	3
960	Litter (leaf) sodium (Na) content per leaf litter dry mass	6	6	3
961	Litter (leaf) sulfur (S) content per leaf litter dry mass	6	6	3
1067	Coarse woody debris (CWD) root: manganese (Mn) content per coarse root CWD dry mass	5	2	3
1159	Coarse woody debris (CWD) stem: iron (Fe) content per stem CWD	11	11	3
1174	Coarse woody debris (CWD) stem: sulfur (S) content per stem CWD	12	12	3
1269	Root manganese (Mn) content per root dry mass	10	10	3
1341	Root polyphenol content per root dry mass	3	3	3
1358	Root ratio of polyphenol to nitrogen (N)	3	3	3
1423	Mycorrhiza: dry mass of external ectomycorrhizal mycelium (EEM) in soil per ground area	12	12	3
1536	Coarse root total non-structural carbon (TNC) content per coarse root dry mass	101	101	3
1622	Coarse root carbon (C) content not hydrolyzable in acid extractives per coarse root carbon (C) conte	4	4	3
1747	Coarse root dry mass to leaf dry mass ratio	4	4	3
1762	Coarse root necromass (dead dry mass) per ground area for specified soil depth increment	71	71	3
1774	Coarse root necromass to biomass ratio	67	67	3
1855	Fine root cellulose and hemicellulose content per fine root dry mass	3	3	3
1860	Fine root boron (B) content per fine root dry mass	12	12	3
1869	Fine root ethanol soluble compounds per fine root dry mass	3	3	3
1884	Fine root rhamnans content per fine root dry mass	3	3	3
1892	Fine root xylans content per fine root dry mass	3	3	3
1900	Fine root ratio of polyphenol to nitrogen (N)	3	3	3
1931	Fine root growth: fine root carbon (C) production per ground area and time	139	139	3
1970	Fine root microbial relations: phospholipid fatty acid 18.2omega6.9 degradation during soil incubati	15	15	3
1981	Fine root potassium (K) uptake in depth interval relative to total fine root potassium (K) uptake	15	15	3
1984	Fine root nitrogen (N) turnover per ground area per year	26	26	3
1987	Fine root ammonium (NH4+) uptake per fine root fresh mass per hour	6	6	3
1995	Fine root rubidium (Rb) uptake rate per fine root fresh mass per hour	19	19	3
1996	Fine root rubidium (Rb) uptake rate per fine root dry mass per hour	19	19	3
2170	Fine root (absorptive) lifespan: fraction of absorptive fine roots that live to the age in “absorpti	173	173	3
2273	Fine root (absorptive) carbon content per ground area	27	27	3
2282	Plant biomass and allometry: Fine root (absorptive) length per plant	21	21	3
2305	Fine root (transport) phosphorus (P) content per transport fine root dry mass	42	42	3
2529	Fine root (transport) carbon (C) content per ground area	19	19	3
2538	Plant biomass and allometry: Fine root (transport) length per plant	13	13	3
2564	Belowground plant organ morphological adaptations: aerenchyma	3	3	3
2886	"Litter (other than leaf: twigs, bark, flowers...) lignin/nitrogen (N) ratio"	9	9	3
2981	Cone (strobilus) calcium (Ca) content per cone dry mass	13	13	3
2982	Cone (strobilus) copper (Cu) content per cone dry mass	13	13	3
2983	Cone (strobilus) iron (Fe) content per cone dry mass	13	13	3
2984	Cone (strobilus) potassium (K) content per cone dry mass	13	13	3
2985	Cone (strobilus) magnesium (Mg) content per cone dry mass	13	13	3
2986	Cone (strobilus) manganese (Mn) content per cone dry mass	13	13	3
2987	Cone (strobilus) nitrogen (N) content per cone dry mass	13	13	3
2988	Cone (strobilus) phosphorus (P) content per cone dry mass	13	13	3
2989	Cone (strobilus) sulfur (S) content per cone dry mass	13	13	3
2990	Cone (strobilus) zinc (Zn) content per cone dry mass	13	13	3
3147	Root starch content per dry mass	32	32	3
3148	Root decomposition: fraction of carbon (C) remaining	3	3	3
3176	Coarse root branching intensity 3: number of root tips per total coarse root length	4	4	3
3200	Coarse root nitrogen (N) uptake of molar inorganic N uptake per coarse root area	3	3	3
3201	Coarse root nitrogen (N) uptake of molar NH4+ uptake per coarse root area	3	3	3
3202	Coarse root nitrogen (N) uptake of molar NO3- uptake per coarse root area	3	3	3
3203	Coarse root nitrogen (N) uptake of molar organic N uptake per coarse root area	3	3	3
3245	Fine root (absorptive) cross-sectional area of root stele	8	8	3
3457	Plant biomass and allometry: Litter (leaf) dry mass (dead leaves) per plant	484		3
3461	Plant biomass and allometry: Root length of primary roots per plant	234		3
3500	Litter nitrogen/potassium (N/K) ratio	9	9	3
3543	Litter carbon/potassium (C/K) ratio	9	9	3
3544	Litter phosphorus/potassium (P/K) ratio	9	9	3
3547	Root nodulation intensity	36		3
3561	Plant biomass and allometry: dead leaf fraction (dead leaf dry mass per plant aboveground dry mass)	405		3
3649	Stolon length of internodes	168	168	3
3930	Leaf expansion interval	120	120	3
3931	Leaf expansion rate	120	120	3
3932	Leaf chlorophyll index	210	210	3
315	Wood chrome Azurol-S test	3		2
444	Branch respiration rate per branch nitrogen (N) content	54	54	2
445	Branch respiration temperature dependence	80	80	2
476	Stem sapwood volume per stem volume	8	8	2
490	Leaf area fraction in given age class	12	12	2
502	Plant biomass and allometry: Leaf nitrogen (N) content per plant	4	4	2
513	Root nitrogen (N) content per root dry mass versus leaf nitrogen (N) content per leaf dry mass	3	3	2
515	Root respiration rate per root nitrogen (N) content	48	48	2
521	Stem respiration rate per stem nitrogen (N) content	58	58	2
530	Stem surface area per stem dry mass	3	3	2
654	Coarse root copper (Cu) content per coarse root dry mass	8	8	2
656	Coarse root zinc (Zn) content per coarse root dry mass	8	8	2
749	Crown (canopy) transpiration	8	8	2
751	Leaf epidermis conductance	8	8	2
887	"Litter (cone, strobilus) nitrogen (N) content per dry mass"	56	56	2
932	Leaf distribution along the shoot axis (number)	12	12	2
962	Litter (leaf) zinc (Zn) content per leaf litter dry mass	2	2	2
987	Litter aluminium (Al ) content per litter dry mass	2	2	2
988	Litter antimony (Sb) content per litter dry mass	2	2	2
989	Litter arsenic (As) content per litter dry mass	2	2	2
990	Litter cadmium (Cd) content per litter dry mass	2	2	2
991	Litter calcium (Ca) content per litter dry mass	2	2	2
992	Litter chromium (Cr) content per litter dry mass	2	2	2
993	Litter copper (Cu) content per litter dry mass	2	2	2
995	Litter iron (Fe) content per litter dry mass	2	2	2
996	Litter lead (Pb) content per litter dry mass	2	2	2
997	Litter magnesium (Mg) content per litter dry mass	2	2	2
998	Litter mercury (Hg) content per litter dry mass	2	2	2
999	Litter molybdenium (Mo) content per litter dry mass	2	2	2
1000	Litter nickel (Ni) content per litter dry mass	2	2	2
1004	Litter sodium (Na) content per litter dry mass	2	2	2
1005	Litter sulfur (S) content per litter dry mass	2	2	2
1006	Litter titanium (Ti) content per litter dry mass	2	2	2
1007	Litter zinc (Zn) content per litter dry mass	2	2	2
1073	Coarse woody debris (CWD) root: zinc (Zn) content per coarse root CWD dry mass	2	2	2
1074	Root copper (Cu) content per root dry mass	2	2	2
1084	Root nickel (Ni) content per root dry mass	2	2	2
1092	Root zinc (Zn) content per root dry mass	2	2	2
1125	Shoot nitrogen (N) isotope signature (delta 15N)	9	9	2
1149	Coarse woody debris (CWD) stem: aluminium (Al) content per stem CWD	6	6	2
1199	Litter twig nitrogen (N) content per twig dry mass	75	75	2
1279	Root stele diameter	2	2	2
1280	Root cross-sectional fraction of stele area to root area	2	2	2
1379	Root mortality: root dry mass mortality per ground area and time	2	2	2
1390	Root growth: root carbon (C) production per ground area and time	25	25	2
1434	Mycorrhizal colonization: number of colonized root tips per root branch length	16	16	2
1438	Root microbial relations: nodule dry mass on dead roots per ground area	25	25	2
1479	Root water uptake rate per root length	52	52	2
1486	Root dry mass fraction in respective root diameter class	4	4	2
1529	Coarse root cellulose content per coarse root dry mass	7	7	2
1563	Coarse root cortex thickness	2	2	2
1569	Coarse root stele diameter	2	2	2
1598	Coarse root hemicellulose content per coarse root dry mass	7	7	2
1599	Coarse root cellulose and hemicellulose content per coarse root dry mass	7	7	2
1609	Coarse root arabinans content per coarse root dry mass	7	7	2
1613	Coarse root ethanol soluble compounds per coarse root dry mass	7	7	2
1615	Coarse root galactans content per coarse root dry mass	7	7	2
1619	Coarse root mannans content per coarse root dry mass	7	7	2
1628	Coarse root rhamnans content per coarse root dry mass	7	7	2
1633	Coarse root water or ethanol soluble compounds per coarse root dry mass	7	7	2
1634	Coarse root water soluble compounds per coarse root dry mass	7	7	2
1636	Coarse root xylans content per coarse root dry mass	7	7	2
1664	Coarse root mortality: coarse root dry mass mortality per ground area and time	3	3	2
1675	Coarse root growth: coarse root carbon (C) production per ground area and time	39	39	2
1750	Coarse root dry mass fraction in respective root diameter class	12	12	2
1752	Coarse root length fraction in respective root diameter class	7	7	2
1757	Coarse root dry mass per soil volume	25	25	2
1761	Coarse root carbon (C) content per ground area	52	52	2
1824	Fine root stele fraction: stele diameter divided by fine root diameter	9	9	2
1841	Fine root branching intensity 1 (branching ratio): number of fine roots per higher order root	27	27	2
1847	"Fine root forks per fine root dry mass (specific fine root forks density, SRFD)"	12	12	2
1876	Fine root dry mass soluble in neutral solution per fine root dry mass	2	2	2
1918	Fine root mortality: fine root dry mass mortality per soil volume and time	102	102	2
1919	Litter (fine root) decomposition: fine root length decomposed per ground area during exposition	43	43	2
1922	Fine root mortality: fine root length mortality per minirhizotron surface per day	234	234	2
1923	Fine root mortality: fine root length mortality per minirhizotron surface per year	18	18	2
1927	Fine root growth: cumulative new fine root length growth per ground area per exposition period	46	46	2
1928	Fine root growth: new fine root length growth per ground area per year	44	44	2
1933	Fine root growth: fine root dry mass production per ground area per month	87	87	2
1940	Fine root growth: fine root length production per ground area per exposition period	45	45	2
1943	Fine root growth: fine root length production per minirhizotron surface area per year	13	13	2
1980	Fine root phosphorus (P) uptake relative to maximum fine root phosphorus (P) uptake	22	22	2
1988	Fine root nitrogen (N) uptake per ground area per year	98	98	2
1991	Fine root phosphorus (P) uptake rate per fine root dry mass	12	12	2
2016	Fine root carbon content per soil dry mass	6	6	2
2020	Fine root nitrogen (N) content per soil dry mass	6	6	2
2171	Fine root (absorptive) lifespan: fraction of absorptive fine roots that survive over the course of a	16	16	2
2210	Fine root (absorptive) dry mass turnover	16	16	2
2214	Fine root (absorptive) turnover rate during growing season	16	16	2
2299	Plant biomass and allometry: Fine root (transport) dry mass per plant	18	18	2
2578	Belowground plant organ potassium (K) content per belowground plant organ dry mass	5	3	2
2879	"Litter (other than leaf: twigs, bark, flowers...) rot type"	5	1	2
2887	"Litter (other than leaf: twigs, bark, flowers...) water content per litter dry mass"	9	9	2
2910	"Litter (other than leaf: twigs, bark, flowers...) iron (Fe) content per litter dry mass"	2	1	2
2913	"Litter (other than leaf: twigs, bark, flowers…) aluminium (Al) content per litter dry mass"	2	1	2
2965	Twig calcium (Ca) content per dry mass	12	12	2
2966	Twig copper (Cu) content per dry mass	12	12	2
2967	Twig iron (Fe) content per dry mass	12	12	2
2968	Twig potassium (K) content per dry mass	12	12	2
2969	Twig magnesium (Mg) content per dry mass	12	12	2
2970	Twig manganese (Mn) content per dry mass	12	12	2
2971	Twig sulfur (S) content per dry mass	12	12	2
2972	Twig zinc (Zn) content per dry mass	12	12	2
2993	Plant horizontal length of a bent / trailing organism	17	17	2
2995	Leaf calcium (Ca) content per leaf	683	683	2
2996	Leaf potassium (K) content per leaf	683	683	2
2997	Leaf magnesium (Mg) content per leaf	683	683	2
3025	Plant wet biomass	376		2
3081	Leaf rhachis dry mass per leaf rhachis fresh mass (leaf rhachis dry matter content; LDMC rachis)	8	8	2
3151	Mycoheterotrophy	3	2	2
3187	Coarse root starch content per dry mass	16	16	2
3189	Coarse root decomposition: fraction nitrogen (N) remaining	54	54	2
3224	Fine root starch content per dry mass	21	21	2
3225	Fine root decomposition: fraction carbon (C) remaining	18	18	2
3452	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: heartwood"	53	53	2
3511	Leaf emergence date (number of days after germination)	5545		2
3533	Root carbon/potassium (C/K) ratio	4	4	2
3534	Root nitrogen/potassium (N/K) ratio	4	4	2
3535	Root phosphorus/potassium (P/K) ratio	4	4	2
3536	Stem carbon/potassium (C/K) ratio	4	4	2
3537	Stem nitrogen/potassium (N/K) ratio	4	4	2
3538	Stem phosphorus/potassium (P/K) ratio	4	4	2
3648	Stolon number of internodes	122	122	2
3850	Leaf width: left of midrib	2681	2681	2
3851	Leaf width: right of midrib	2680	2680	2
3852	Leaf width asymmetry	2680	2680	2
3907	Leaf herbivory (average % of leaf damage of all leaves)	2654		2
3908	Plant number of ramifications	387		2
3956	Stem nitrogen (N) content per dry mass (senescent stem)	68	68	2
3957	Stem carbon (C) content per dry mass (senescent stem)	68	68	2
4057	Reproductive organ median rachilla length	260	67	2
4060	Reproductive organ bracts number	168	44	2
4063	Reproductive organ apical rachilla thickness	2		2
4065	Leaf apical leaflet vein count	275	71	2
191	Leaf water content apoplastic	3	3	1
439	Plant respiration rate per plant nitrogen (N) content 	24	24	1
443	Branch nitrogen (N) content per branch dry mass per leaf nitrogen (N) content per leaf dry mass (bra	1	1	1
451	Branch nitrogen (N) content per ground area	6	6	1
452	Plant biomass and allometry: Branch nitrogen (N) content per plant	3	3	1
453	Branch respiration rate per branch volume	2	2	1
463	Root nitrogen (N) uptake rate per NPP	2	2	1
469	Plant biomass and allometry: Fine root nitrogen (N) content per plant	2	2	1
496	Leaf respiration coefficient: growth	2	2	1
499	Leaf respiration coefficient: maintenance	2	2	1
501	Crown (canopy) nitrogen (N) content per ground area	6	6	1
508	Leaf dry mass fraction per leaf age class	15	15	1
516	Root respiration temperature dependence	48	48	1
517	Root respiration rate per root surface area	2	2	1
527	Stem respiration growth coefficient	1	1	1
528	Stem nitrogen (N) content per unit ground area	6	6	1
529	Plant biomass and allometry: Stem nitrogen (N) content per plant	3	3	1
531	Stem surface area per stem volume	1	1	1
535	Leaf light transmittance	1	1	1
641	Coarse root calcium (Ca) content per coarse root dry mass	2	2	1
648	Coarse root mercury (Hg) content per coarse root dry mass	2	2	1
649	Coarse root antimony (Sb) content per coarse root dry mass	2	2	1
650	Coarse root molybdenum (Mo) content per coarse root dry mass	2	2	1
651	Coarse root cadmium (Cd) content per coarse root dry mass	2	2	1
652	Coarse root lead (Pb) content per coarse root dry mass	2	2	1
653	Coarse root nickel (Ni) content per coarse root dry mass	2	2	1
655	Coarse root thallium (Ti) content per coarse root dry mass	2	2	1
657	Coarse root arsenic (As) content per coarse root dry mass	2	2	1
658	Coarse root chromium (Cr) content per coarse root dry mass	2	2	1
799	Stem nitrogen (N) content per stem dry mass vs leaf nitrogen (N) content per leaf dry mass	1	1	1
829	Bark carbon (C) isotope signature (delta 13C)	13	13	1
830	Bark carbon/nitrogen (C/N) ratio	13	13	1
832	Bark nitrogen (N) isotope signature (delta 15N)	13	13	1
843	Coarse woody debris (CWD) branch: cellulose content per branch CWD dry mass	1	1	1
848	Coarse woody debris (CWD) branch: hemicellulose content per branch CWD dry mass	2		1
867	Coarse woody debris (CWD): calcium (Ca) content per CWD dry mass	35	35	1
868	Coarse woody debris (CWD): carbon (C) content per CWD dry mass	42	18	1
871	Coarse woody debris (CWD): density	68	68	1
874	Coarse woody debris (CWD): magnesium (Mg) content per CWD dry mass	35	35	1
875	Coarse woody debris (CWD): manganese (Mn) content per CWD dry mass	13	13	1
876	Coarse woody debris (CWD): nitrogen (N) content per CWD dry mass	108	84	1
878	Coarse woody debris (CWD): phosphorus (P) content per CWD dry mass	72	72	1
879	Coarse woody debris (CWD): potassium (K) content per CWD dry mass	35	35	1
882	Coarse woody debris (CWD): sodium (Na) content per CWD dry mass	16	16	1
903	Litter (fine root) hemicellulose content per fine root litter dry mass	3	3	1
907	Litter (fine root) manganese (Mn) content per fine root litter dry mass	6	6	1
911	Litter (fine root) sodium (Na) content per fine root litter dry mass	6	6	1
912	Litter (fine root) sulfur (S) content per fine root litter dry mass	6	6	1
945	Litter (leaf) carbon/nitrogen (C/N) ratio	1	1	1
956	Litter (leaf) phenols content per leaf litter dry mass	1	1	1
959	Litter (leaf) protein content per leaf litter dry mass	1	1	1
1022	Species genotype: genome size	82		1
1028	Plant harvest index: diametral quotient	25	25	1
1034	Plant biomass and allometry: Shoots per plant	410		1
1035	Plant ontogeny: time to emergence	82		1
1036	Plant ontogeny: time to first leaf	82		1
1050	Root antimony (Sb) content per root dry mass	1	1	1
1051	Root arsenic (As) content per root dry mass	1	1	1
1053	Root cadmium (Cd) content per root dry mass	1	1	1
1056	Root chromium (Cr) content per root dry mass	1	1	1
1070	Coarse woody debris (CWD) root: rot type	5	5	1
1071	Coarse woody debris (CWD) root: sodium (Na) content per coarse root CWD dry mass	1	1	1
1072	Coarse woody debris (CWD) root: wood fraction	1	1	1
1078	Root lead (Pb) content per root dry mass	1	1	1
1082	Root mercury (Hg) content per root dry mass	1	1	1
1083	Root molybdenum (Mo) content per root dry mass	1	1	1
1090	Root titanium (Ti) content per root dry mass	1	1	1
1113	Shoot aluminium (Al) content per shoot dry mass	3	3	1
1116	Shoot cellulose content per shoot dry mass	3	3	1
1121	Shoot hemicellulose content per shoot dry mass	3	3	1
1122	Shoot lignin content per shoot dry mass	3	3	1
1147	Coarse woody debris (CWD) stem: acetals content per stem CWD	10	10	1
1148	Coarse woody debris (CWD) stem: alkyls content per stem CWD	10	10	1
1150	Coarse woody debris (CWD) stem: aromatic content per stem CWD	10	10	1
1155	Coarse woody debris (CWD) stem: carboxyls content per stem CWD	10	10	1
1164	Coarse woody debris (CWD) stem: N-alkyl content per stem CWD	10	10	1
1166	Coarse woody debris (CWD) stem: O-alkyl content per stem CWD	10	10	1
1167	Coarse woody debris (CWD) stem: pH	6	6	1
1223	Wood fibers not lignified	1	1	1
1230	Wood nitrogen (N) isotope signature (delta 15N)	13	13	1
1250	Species yield power class	25	25	1
1259	Coarse woody debris (CWD) stem: zinc (Zn) content per stem CWD	5	5	1
1278	Root stele fraction: stele diameter divided by root diameter	1	1	1
1281	Root fraction of metaxylem cell wall thickness to vessel diameter	1	1	1
1282	Root fraction of protoxylem cell wall thickness to vessel diameter	1	1	1
1283	Root number of tracheary elements per crossection	1	1	1
1285	Root xylem vessel density in stele: number of xylem vessels per square millimeter of root stele	1	1	1
1286	Root metaxylem vessel diameter	1	1	1
1287	Root conduit diameter	1	1	1
1288	Root protoxylem vessel diameter	1	1	1
1289	Root metaxylem cell wall thickness	1	1	1
1290	Root protoxylem cell wall thickness	1	1	1
1310	Root cellulose carbon (C) per root carbon (C) content	2	1	1
1311	Root hemicellulose carbon (C) per root carbon (C) content	2	1	1
1312	Root hemicellulose content per root dry mass	2	1	1
1318	Root boron (B) content per root dry mass	1	1	1
1321	Root ash carbon (C) content per root carbon (C) content	2	1	1
1324	Root ash content per root dry mass	2	1	1
1331	Root lignin carbon (C) content per root carbon (C) content	2	1	1
1336	Root carbon (C) content not hydrolyzable in acid extractives per root carbon (C) content	1	1	1
1343	Root structural carbon (C) content per root carbon (C) content	2	1	1
1361	Root non-structural carbon (C) content per root carbon (C) content	2	1	1
1372	Root lifespan: fraction of roots that live to the age in “root age”	13	13	1
1393	Root growth: root dry mass production per ground area per duration of exposition	16	16	1
1394	Root growth: root dry mass production per ground area per day	8	8	1
1400	Root growth: root length production per ground area per exposition period	16	16	1
1401	Root growth: root length production per ground area per year	17	17	1
1407	Root growth: amplitude of monthly net root production	23	23	1
1408	Root growth: probability that monthly net root production is greater than 0	92	92	1
1413	Root growth: root surface area produced per ground area per year	12	12	1
1414	Root growth: root surface area produced per ground area per exposition period	16	16	1
1417	Root dry mass turnover	2	2	1
1422	Mycorrhiza: length of arbuscular mycorrhizal (AM) hyphae per soil dry mass	31	31	1
1424	Mycorrhiza: fraction of mycorrhizae on roots that are of the contact exploration type	12	12	1
1425	Mycorrhiza: fraction of mycorrhizae on roots that are of the long-distance exploration type	12	12	1
1426	Mycorrhiza: fraction of mycorrhizae on roots that are of the medium-distance exploration type	12	12	1
1427	Mycorrhiza: fraction of mycorrhizae on roots that are of the short-distance exploration type	12	12	1
1432	Mycorrhizal colonization: fraction of root length that contains hyphae	4	4	1
1436	Mycorrhiza fungi: concentration of arbuscular mycorrhizal spores in soil	6	6	1
1437	Root microbial relations: nodule dry mass on living roots per ground area	3	3	1
1446	Root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy number	8	8	1
1454	Root exudation: carbon (C) exudation as fraction of root carbon (C) growth	4	4	1
1466	Root nitrogen (N) uptake per ground area per year	33	33	1
1476	Root hydraulic conductivity	140	140	1
1480	Root water uptake rate per soil volume per hour	149	149	1
1487	Root dry mass fraction in respective root order	1	1	1
1491	Root surface area fraction in respective root order	1	1	1
1501	Root necromass (dead dry mass) per ground area for specified soil depth increment	157	157	1
1513	Root necromass to biomass ratio	41	41	1
1560	Coarse root silicon (Si) content per coarse root dry mass	4	4	1
1570	Coarse root cross-sectional fraction of stele area to coarse root area	13	13	1
1575	Coarse root xylem vessel density in stele: number of xylem vessels per square millimeter of coarse r	13	13	1
1577	Coarse root conduit diameter	13	13	1
1605	Coarse root Cl- ion content per coarse root dry mass	4	4	1
1606	Coarse root sodium (Na+) ion content per coarse root dry mass	4	4	1
1611	Coarse root bound phenol content per coarse root carbon (C) content	14	14	1
1612	Coarse root cinnamyl phenol content per coarse root carbon (C) content	2	2	1
1614	Coarse root free phenols content per coarse root carbon (C) content	14	14	1
1616	Coarse root lignin phenol content per coarse root carbon (C) content	14	14	1
1624	Coarse root p-hydroxy phenol content per coarse root carbon (C) content	2	2	1
1625	Coarse root 12 phenol content per coarse root carbon (C) content	14	14	1
1630	Coarse root syringyl phenol content per coarse root carbon (C) content	2	2	1
1632	Coarse root vanillyl phenol content per coarse root carbon (C) content	2	2	1
1637	Coarse root ratio of number of acid groups to number of aldehyde groups in syringyl phenols	2	2	1
1638	Coarse root ratio of number of acid groups to number of aldehyde groups in vanillyl phenols	2	2	1
1639	"Coarse root ratio of 3,5-dihydroxybenzoic acid groups to vanillyl phenols"	2	2	1
1641	Coarse root ratio of of cinnamyl phenol to vanillyl phenol	2	2	1
1645	Coarse root ratio of of syringyl phenol to vanillyl phenol	2	2	1
1646	Coarse root ratio of vanillyl phenol to lignin phenol	2	2	1
1658	Coarse root lifespan: fraction of coarse roots that live to the age in “coarse root age”	19	19	1
1678	Coarse root growth: coarse root dry mass production per ground area per duration of exposition	20	20	1
1679	Coarse root growth: coarse root dry mass production per ground area per day	20	20	1
1681	Coarse root growth: fraction of coarse root number that has elongated since last measurement to tota	30	30	1
1682	Coarse root growth: coarse root elongation	30	30	1
1685	Coarse root growth: coarse root length production per ground area per year	37	37	1
1694	Coarse root growth: coarse root surface area produced per ground area per year	7	7	1
1698	Coarse root dry mass turnover	4	4	1
1732	Coarse root nitrogen (N) uptake per ground area per year	24	24	1
1751	Coarse root dry mass fraction in respective root order	4	4	1
1754	Coarse root surface area fraction in respective root order	4	4	1
1759	Coarse root density on screen: number of coarse roots per area of in-growth screen	3	3	1
1769	Coarse root length per soil volume	13	13	1
1773	Coarse root rooting depth: fraction of coarse root dry mass contained in depth interval	32	32	1
1776	Coarse root lignin phenol vegetation index	2	2	1
1786	Fine root porosity (volume of root air space)	5	5	1
1822	Fine root length fraction that contains fungal/mycorrhizal arbuscules	4	4	1
1823	Fine root length fraction that contains fungal/mycorrhizal vesicles	4	4	1
1827	Fine root fraction of metaxylem cell wall thickness to vessel diameter	3	3	1
1828	Fine root fraction of protoxylem cell wall thickness to vessel diameter	3	3	1
1829	Fine root number of tracheary elements per crossection	4	4	1
1832	Fine root metaxylem vessel diameter	3	3	1
1834	Fine root protoxylem vessel diameter	3	3	1
1835	Fine root metaxylem cell wall thickness	3	3	1
1836	Fine root protoxylem cell wall thickness	3	3	1
1840	Fine root number of tips per branch	4	4	1
